"nombre","sku","categoriaId","impuestoId","costo","precioVenta","unidadMedida","stockInicial","stockMinimo","sucursalId"
"Producto JMeter 0608","JM-PROD-0608","3","2","736.36","1045.63","Docena","14","7","2"
"Producto JMeter 0609","JM-PROD-0609","3","2","737.53","1076.79","Unidad","17","8","2"
"Producto JMeter 0610","JM-PROD-0610","3","2","738.70","960.31","Kilogramo","20","9","2"
"Producto JMeter 0611","JM-PROD-0611","3","2","739.87","991.43","Gramo","23","10","2"
"Producto JMeter 0612","JM-PROD-0612","3","2","741.04","1022.64","Litro","26","11","2"
"Producto JMeter 0613","JM-PROD-0613","3","2","742.21","1053.94","Metro","29","12","2"
"Producto JMeter 0614","JM-PROD-0614","3","2","743.38","1085.33","Caja","32","13","2"
"Producto JMeter 0615","JM-PROD-0615","3","2","744.55","967.92","Paquete","35","14","2"
"Producto JMeter 0616","JM-PROD-0616","3","2","745.72","999.26","Docena","38","15","2"
"Producto JMeter 0617","JM-PROD-0617","3","2","746.89","1030.71","Unidad","41","16","2"
"Producto JMeter 0618","JM-PROD-0618","3","2","748.06","1062.25","Kilogramo","44","17","2"
"Producto JMeter 0619","JM-PROD-0619","3","2","749.23","1093.88","Gramo","47","18","2"
"Producto JMeter 0620","JM-PROD-0620","3","2","750.40","975.52","Litro","50","19","2"
"Producto JMeter 0621","JM-PROD-0621","3","2","751.57","1007.10","Metro","53","0","2"
"Producto JMeter 0622","JM-PROD-0622","3","2","752.74","1038.78","Caja","56","1","2"
"Producto JMeter 0623","JM-PROD-0623","3","2","753.91","1070.55","Paquete","59","2","2"
"Producto JMeter 0624","JM-PROD-0624","3","2","755.08","1102.42","Docena","62","3","2"
"Producto JMeter 0625","JM-PROD-0625","3","2","756.25","983.12","Unidad","65","4","2"
"Producto JMeter 0626","JM-PROD-0626","3","2","757.42","1014.94","Kilogramo","68","5","2"
"Producto JMeter 0627","JM-PROD-0627","3","2","758.59","1046.85","Gramo","71","6","2"
"Producto JMeter 0628","JM-PROD-0628","3","2","759.76","1078.86","Litro","74","7","2"
"Producto JMeter 0629","JM-PROD-0629","3","2","760.93","1110.96","Metro","77","8","2"
"Producto JMeter 0630","JM-PROD-0630","3","2","762.10","990.73","Caja","80","9","2"
"Producto JMeter 0631","JM-PROD-0631","3","2","763.27","1022.78","Paquete","83","10","2"
"Producto JMeter 0632","JM-PROD-0632","3","2","764.44","1054.93","Docena","86","11","2"
"Producto JMeter 0633","JM-PROD-0633","3","2","765.61","1087.17","Unidad","89","12","2"
"Producto JMeter 0634","JM-PROD-0634","3","2","766.78","1119.50","Kilogramo","92","13","2"
"Producto JMeter 0635","JM-PROD-0635","3","2","767.95","998.34","Gramo","95","14","2"
"Producto JMeter 0636","JM-PROD-0636","3","2","769.12","1030.62","Litro","98","15","2"
"Producto JMeter 0637","JM-PROD-0637","3","2","770.29","1063.00","Metro","101","16","2"
"Producto JMeter 0638","JM-PROD-0638","3","2","771.46","1095.47","Caja","104","17","2"
"Producto JMeter 0639","JM-PROD-0639","3","2","772.63","1128.04","Paquete","107","18","2"
"Producto JMeter 0640","JM-PROD-0640","3","2","773.80","1005.94","Docena","110","19","2"
"Producto JMeter 0641","JM-PROD-0641","3","2","774.97","1038.46","Unidad","113","0","2"
"Producto JMeter 0642","JM-PROD-0642","3","2","776.14","1071.07","Kilogramo","116","1","2"
"Producto JMeter 0643","JM-PROD-0643","3","2","777.31","1103.78","Gramo","119","2","2"
"Producto JMeter 0644","JM-PROD-0644","3","2","778.48","1136.58","Litro","122","3","2"
"Producto JMeter 0645","JM-PROD-0645","3","2","779.65","1013.54","Metro","125","4","2"
"Producto JMeter 0646","JM-PROD-0646","3","2","780.82","1046.30","Caja","128","5","2"
"Producto JMeter 0647","JM-PROD-0647","3","2","781.99","1079.15","Paquete","131","6","2"
"Producto JMeter 0648","JM-PROD-0648","3","2","783.16","1112.09","Docena","134","7","2"
"Producto JMeter 0649","JM-PROD-0649","3","2","784.33","1145.12","Unidad","137","8","2"
"Producto JMeter 0650","JM-PROD-0650","3","2","785.50","1021.15","Kilogramo","140","9","2"
"Producto JMeter 0651","JM-PROD-0651","3","2","786.67","1054.14","Gramo","143","10","2"
"Producto JMeter 0652","JM-PROD-0652","3","2","787.84","1087.22","Litro","146","11","2"
"Producto JMeter 0653","JM-PROD-0653","3","2","789.01","1120.39","Metro","149","12","2"
"Producto JMeter 0654","JM-PROD-0654","3","2","790.18","1153.66","Caja","12","13","2"
"Producto JMeter 0655","JM-PROD-0655","3","2","791.35","1028.76","Paquete","15","14","2"
"Producto JMeter 0656","JM-PROD-0656","3","2","792.52","1061.98","Docena","18","15","2"
"Producto JMeter 0657","JM-PROD-0657","3","2","793.69","1095.29","Unidad","21","16","2"
"Producto JMeter 0658","JM-PROD-0658","3","2","794.86","1128.70","Kilogramo","24","17","2"
"Producto JMeter 0659","JM-PROD-0659","3","2","796.03","1162.20","Gramo","27","18","2"
"Producto JMeter 0660","JM-PROD-0660","3","2","797.20","1036.36","Litro","30","19","2"
"Producto JMeter 0661","JM-PROD-0661","3","2","798.37","1069.82","Metro","33","0","2"
"Producto JMeter 0662","JM-PROD-0662","3","2","799.54","1103.37","Caja","36","1","2"
"Producto JMeter 0663","JM-PROD-0663","3","2","800.71","1137.01","Paquete","39","2","2"
"Producto JMeter 0664","JM-PROD-0664","3","2","801.88","1170.74","Docena","42","3","2"
"Producto JMeter 0665","JM-PROD-0665","3","2","803.05","1043.96","Unidad","45","4","2"
"Producto JMeter 0666","JM-PROD-0666","3","2","804.22","1077.65","Kilogramo","48","5","2"
"Producto JMeter 0667","JM-PROD-0667","3","2","805.39","1111.44","Gramo","51","6","2"
"Producto JMeter 0668","JM-PROD-0668","3","2","806.56","1145.32","Litro","54","7","2"
"Producto JMeter 0669","JM-PROD-0669","3","2","807.73","1179.29","Metro","57","8","2"
"Producto JMeter 0670","JM-PROD-0670","3","2","808.90","1051.57","Caja","60","9","2"
"Producto JMeter 0671","JM-PROD-0671","3","2","810.07","1085.49","Paquete","63","10","2"
"Producto JMeter 0672","JM-PROD-0672","3","2","811.24","1119.51","Docena","66","11","2"
"Producto JMeter 0673","JM-PROD-0673","3","2","812.41","1153.62","Unidad","69","12","2"
"Producto JMeter 0674","JM-PROD-0674","3","2","813.58","1187.83","Kilogramo","72","13","2"
"Producto JMeter 0675","JM-PROD-0675","3","2","814.75","1059.18","Gramo","75","14","2"
"Producto JMeter 0676","JM-PROD-0676","3","2","815.92","1093.33","Litro","78","15","2"
"Producto JMeter 0677","JM-PROD-0677","3","2","817.09","1127.58","Metro","81","16","2"
"Producto JMeter 0678","JM-PROD-0678","3","2","818.26","1161.93","Caja","84","17","2"
"Producto JMeter 0679","JM-PROD-0679","3","2","819.43","1196.37","Paquete","87","18","2"
"Producto JMeter 0680","JM-PROD-0680","3","2","820.60","1066.78","Docena","90","19","2"
"Producto JMeter 0681","JM-PROD-0681","3","2","821.77","1101.17","Unidad","93","0","2"
"Producto JMeter 0682","JM-PROD-0682","3","2","822.94","1135.66","Kilogramo","96","1","2"
"Producto JMeter 0683","JM-PROD-0683","3","2","824.11","1170.24","Gramo","99","2","2"
"Producto JMeter 0684","JM-PROD-0684","3","2","825.28","1204.91","Litro","102","3","2"
"Producto JMeter 0685","JM-PROD-0685","3","2","826.45","1074.38","Metro","105","4","2"
"Producto JMeter 0686","JM-PROD-0686","3","2","827.62","1109.01","Caja","108","5","2"
"Producto JMeter 0687","JM-PROD-0687","3","2","828.79","1143.73","Paquete","111","6","2"
"Producto JMeter 0688","JM-PROD-0688","3","2","829.96","1178.54","Docena","114","7","2"
"Producto JMeter 0689","JM-PROD-0689","3","2","831.13","1213.45","Unidad","117","8","2"
"Producto JMeter 0690","JM-PROD-0690","3","2","832.30","1081.99","Kilogramo","120","9","2"
"Producto JMeter 0691","JM-PROD-0691","3","2","833.47","1116.85","Gramo","123","10","2"
"Producto JMeter 0692","JM-PROD-0692","3","2","834.64","1151.80","Litro","126","11","2"
"Producto JMeter 0693","JM-PROD-0693","3","2","835.81","1186.85","Metro","129","12","2"
"Producto JMeter 0694","JM-PROD-0694","3","2","836.98","1221.99","Caja","132","13","2"
"Producto JMeter 0695","JM-PROD-0695","3","2","838.15","1089.60","Paquete","135","14","2"
"Producto JMeter 0696","JM-PROD-0696","3","2","839.32","1124.69","Docena","138","15","2"
"Producto JMeter 0697","JM-PROD-0697","3","2","840.49","1159.88","Unidad","141","16","2"
"Producto JMeter 0698","JM-PROD-0698","3","2","841.66","1195.16","Kilogramo","144","17","2"
"Producto JMeter 0699","JM-PROD-0699","3","2","842.83","1230.53","Gramo","147","18","2"
"Producto JMeter 0700","JM-PROD-0700","3","2","844.00","1097.20","Litro","10","19","2"
"Producto JMeter 0701","JM-PROD-0701","3","2","845.17","1132.53","Metro","13","0","2"
"Producto JMeter 0702","JM-PROD-0702","3","2","846.34","1167.95","Caja","16","1","2"
"Producto JMeter 0703","JM-PROD-0703","3","2","847.51","1203.46","Paquete","19","2","2"
"Producto JMeter 0704","JM-PROD-0704","3","2","848.68","1239.07","Docena","22","3","2"
"Producto JMeter 0705","JM-PROD-0705","3","2","849.85","1104.80","Unidad","25","4","2"
"Producto JMeter 0706","JM-PROD-0706","3","2","851.02","1140.37","Kilogramo","28","5","2"
"Producto JMeter 0707","JM-PROD-0707","3","2","852.19","1176.02","Gramo","31","6","2"
"Producto JMeter 0708","JM-PROD-0708","3","2","853.36","1211.77","Litro","34","7","2"
"Producto JMeter 0709","JM-PROD-0709","3","2","854.53","1247.61","Metro","37","8","2"
"Producto JMeter 0710","JM-PROD-0710","3","2","855.70","1112.41","Caja","40","9","2"
"Producto JMeter 0711","JM-PROD-0711","3","2","856.87","1148.21","Paquete","43","10","2"
"Producto JMeter 0712","JM-PROD-0712","3","2","858.04","1184.10","Docena","46","11","2"
"Producto JMeter 0713","JM-PROD-0713","3","2","859.21","1220.08","Unidad","49","12","2"
"Producto JMeter 0714","JM-PROD-0714","3","2","860.38","1256.15","Kilogramo","52","13","2"
"Producto JMeter 0715","JM-PROD-0715","3","2","861.55","1120.01","Gramo","55","14","2"
"Producto JMeter 0716","JM-PROD-0716","3","2","862.72","1156.04","Litro","58","15","2"
"Producto JMeter 0717","JM-PROD-0717","3","2","863.89","1192.17","Metro","61","16","2"
"Producto JMeter 0718","JM-PROD-0718","3","2","865.06","1228.39","Caja","64","17","2"
"Producto JMeter 0719","JM-PROD-0719","3","2","866.23","1264.70","Paquete","67","18","2"
"Producto JMeter 0720","JM-PROD-0720","3","2","867.40","1127.62","Docena","70","19","2"
"Producto JMeter 0721","JM-PROD-0721","3","2","868.57","1163.88","Unidad","73","0","2"
"Producto JMeter 0722","JM-PROD-0722","3","2","869.74","1200.24","Kilogramo","76","1","2"
"Producto JMeter 0723","JM-PROD-0723","3","2","870.91","1236.69","Gramo","79","2","2"
"Producto JMeter 0724","JM-PROD-0724","3","2","872.08","1273.24","Litro","82","3","2"
"Producto JMeter 0725","JM-PROD-0725","3","2","873.25","1135.23","Metro","85","4","2"
"Producto JMeter 0726","JM-PROD-0726","3","2","874.42","1171.72","Caja","88","5","2"
"Producto JMeter 0727","JM-PROD-0727","3","2","875.59","1208.31","Paquete","91","6","2"
"Producto JMeter 0728","JM-PROD-0728","3","2","876.76","1245.00","Docena","94","7","2"
"Producto JMeter 0729","JM-PROD-0729","3","2","877.93","1281.78","Unidad","97","8","2"
"Producto JMeter 0730","JM-PROD-0730","3","2","879.10","1142.83","Kilogramo","100","9","2"
"Producto JMeter 0731","JM-PROD-0731","3","2","880.27","1179.56","Gramo","103","10","2"
"Producto JMeter 0732","JM-PROD-0732","3","2","881.44","1216.39","Litro","106","11","2"
"Producto JMeter 0733","JM-PROD-0733","3","2","882.61","1253.31","Metro","109","12","2"
"Producto JMeter 0734","JM-PROD-0734","3","2","883.78","1290.32","Caja","112","13","2"
"Producto JMeter 0735","JM-PROD-0735","3","2","884.95","1150.44","Paquete","115","14","2"
"Producto JMeter 0736","JM-PROD-0736","3","2","886.12","1187.40","Docena","118","15","2"
"Producto JMeter 0737","JM-PROD-0737","3","2","887.29","1224.46","Unidad","121","16","2"
"Producto JMeter 0738","JM-PROD-0738","3","2","888.46","1261.61","Kilogramo","124","17","2"
"Producto JMeter 0739","JM-PROD-0739","3","2","889.63","1298.86","Gramo","127","18","2"
"Producto JMeter 0740","JM-PROD-0740","3","2","890.80","1158.04","Litro","130","19","2"
"Producto JMeter 0741","JM-PROD-0741","3","2","891.97","1195.24","Metro","133","0","2"
"Producto JMeter 0742","JM-PROD-0742","3","2","893.14","1232.53","Caja","136","1","2"
"Producto JMeter 0743","JM-PROD-0743","3","2","894.31","1269.92","Paquete","139","2","2"
"Producto JMeter 0744","JM-PROD-0744","3","2","895.48","1307.40","Docena","142","3","2"
"Producto JMeter 0745","JM-PROD-0745","3","2","896.65","1165.64","Unidad","145","4","2"
"Producto JMeter 0746","JM-PROD-0746","3","2","897.82","1203.08","Kilogramo","148","5","2"
"Producto JMeter 0747","JM-PROD-0747","3","2","898.99","1240.61","Gramo","11","6","2"
"Producto JMeter 0748","JM-PROD-0748","3","2","900.16","1278.23","Litro","14","7","2"
"Producto JMeter 0749","JM-PROD-0749","3","2","901.33","1315.94","Metro","17","8","2"
"Producto JMeter 0750","JM-PROD-0750","3","2","902.50","1173.25","Caja","20","9","2"
"Producto JMeter 0751","JM-PROD-0751","3","2","903.67","1210.92","Paquete","23","10","2"
"Producto JMeter 0752","JM-PROD-0752","3","2","904.84","1248.68","Docena","26","11","2"
"Producto JMeter 0753","JM-PROD-0753","3","2","906.01","1286.53","Unidad","29","12","2"
"Producto JMeter 0754","JM-PROD-0754","3","2","907.18","1324.48","Kilogramo","32","13","2"
"Producto JMeter 0755","JM-PROD-0755","3","2","908.35","1180.86","Gramo","35","14","2"
"Producto JMeter 0756","JM-PROD-0756","3","2","909.52","1218.76","Litro","38","15","2"
"Producto JMeter 0757","JM-PROD-0757","3","2","910.69","1256.75","Metro","41","16","2"
"Producto JMeter 0758","JM-PROD-0758","3","2","911.86","1294.84","Caja","44","17","2"
"Producto JMeter 0759","JM-PROD-0759","3","2","913.03","1333.02","Paquete","47","18","2"
"Producto JMeter 0760","JM-PROD-0760","3","2","914.20","1188.46","Docena","50","19","2"
"Producto JMeter 0761","JM-PROD-0761","3","2","915.37","1226.60","Unidad","53","0","2"
"Producto JMeter 0762","JM-PROD-0762","3","2","916.54","1264.83","Kilogramo","56","1","2"
"Producto JMeter 0763","JM-PROD-0763","3","2","917.71","1303.15","Gramo","59","2","2"
"Producto JMeter 0764","JM-PROD-0764","3","2","918.88","1341.56","Litro","62","3","2"
"Producto JMeter 0765","JM-PROD-0765","3","2","920.05","1196.06","Metro","65","4","2"
"Producto JMeter 0766","JM-PROD-0766","3","2","921.22","1234.43","Caja","68","5","2"
"Producto JMeter 0767","JM-PROD-0767","3","2","922.39","1272.90","Paquete","71","6","2"
"Producto JMeter 0768","JM-PROD-0768","3","2","923.56","1311.46","Docena","74","7","2"
"Producto JMeter 0769","JM-PROD-0769","3","2","924.73","1350.11","Unidad","77","8","2"
"Producto JMeter 0770","JM-PROD-0770","3","2","925.90","1203.67","Kilogramo","80","9","2"
"Producto JMeter 0771","JM-PROD-0771","3","2","927.07","1242.27","Gramo","83","10","2"
"Producto JMeter 0772","JM-PROD-0772","3","2","928.24","1280.97","Litro","86","11","2"
"Producto JMeter 0773","JM-PROD-0773","3","2","929.41","1319.76","Metro","89","12","2"
"Producto JMeter 0774","JM-PROD-0774","3","2","930.58","1358.65","Caja","92","13","2"
"Producto JMeter 0775","JM-PROD-0775","3","2","931.75","1211.28","Paquete","95","14","2"
"Producto JMeter 0776","JM-PROD-0776","3","2","932.92","1250.11","Docena","98","15","2"
"Producto JMeter 0777","JM-PROD-0777","3","2","934.09","1289.04","Unidad","101","16","2"
"Producto JMeter 0778","JM-PROD-0778","3","2","935.26","1328.07","Kilogramo","104","17","2"
"Producto JMeter 0779","JM-PROD-0779","3","2","936.43","1367.19","Gramo","107","18","2"
"Producto JMeter 0780","JM-PROD-0780","3","2","937.60","1218.88","Litro","110","19","2"
"Producto JMeter 0781","JM-PROD-0781","3","2","938.77","1257.95","Metro","113","0","2"
"Producto JMeter 0782","JM-PROD-0782","3","2","939.94","1297.12","Caja","116","1","2"
"Producto JMeter 0783","JM-PROD-0783","3","2","941.11","1336.38","Paquete","119","2","2"
"Producto JMeter 0784","JM-PROD-0784","3","2","942.28","1375.73","Docena","122","3","2"
"Producto JMeter 0785","JM-PROD-0785","3","2","943.45","1226.49","Unidad","125","4","2"
"Producto JMeter 0786","JM-PROD-0786","3","2","944.62","1265.79","Kilogramo","128","5","2"
"Producto JMeter 0787","JM-PROD-0787","3","2","945.79","1305.19","Gramo","131","6","2"
"Producto JMeter 0788","JM-PROD-0788","3","2","946.96","1344.68","Litro","134","7","2"
"Producto JMeter 0789","JM-PROD-0789","3","2","948.13","1384.27","Metro","137","8","2"
"Producto JMeter 0790","JM-PROD-0790","3","2","949.30","1234.09","Caja","140","9","2"
"Producto JMeter 0791","JM-PROD-0791","3","2","950.47","1273.63","Paquete","143","10","2"
"Producto JMeter 0792","JM-PROD-0792","3","2","951.64","1313.26","Docena","146","11","2"
"Producto JMeter 0793","JM-PROD-0793","3","2","952.81","1352.99","Unidad","149","12","2"
"Producto JMeter 0794","JM-PROD-0794","3","2","953.98","1392.81","Kilogramo","12","13","2"
"Producto JMeter 0795","JM-PROD-0795","3","2","955.15","1241.70","Gramo","15","14","2"
"Producto JMeter 0796","JM-PROD-0796","3","2","956.32","1281.47","Litro","18","15","2"
"Producto JMeter 0797","JM-PROD-0797","3","2","957.49","1321.34","Metro","21","16","2"
"Producto JMeter 0798","JM-PROD-0798","3","2","958.66","1361.30","Caja","24","17","2"
"Producto JMeter 0799","JM-PROD-0799","3","2","959.83","1401.35","Paquete","27","18","2"
"Producto JMeter 0800","JM-PROD-0800","3","2","961.00","1249.30","Docena","30","19","2"
"Producto JMeter 0801","JM-PROD-0801","3","2","962.17","1289.31","Unidad","33","0","2"
"Producto JMeter 0802","JM-PROD-0802","3","2","963.34","1329.41","Kilogramo","36","1","2"
"Producto JMeter 0803","JM-PROD-0803","3","2","964.51","1369.60","Gramo","39","2","2"
"Producto JMeter 0804","JM-PROD-0804","3","2","965.68","1409.89","Litro","42","3","2"
"Producto JMeter 0805","JM-PROD-0805","3","2","966.85","1256.90","Metro","45","4","2"
"Producto JMeter 0806","JM-PROD-0806","3","2","968.02","1297.15","Caja","48","5","2"
"Producto JMeter 0807","JM-PROD-0807","3","2","969.19","1337.48","Paquete","51","6","2"
"Producto JMeter 0808","JM-PROD-0808","3","2","970.36","1377.91","Docena","54","7","2"
"Producto JMeter 0809","JM-PROD-0809","3","2","971.53","1418.43","Unidad","57","8","2"
"Producto JMeter 0810","JM-PROD-0810","3","2","972.70","1264.51","Kilogramo","60","9","2"
"Producto JMeter 0811","JM-PROD-0811","3","2","973.87","1304.99","Gramo","63","10","2"
"Producto JMeter 0812","JM-PROD-0812","3","2","975.04","1345.56","Litro","66","11","2"
"Producto JMeter 0813","JM-PROD-0813","3","2","976.21","1386.22","Metro","69","12","2"
"Producto JMeter 0814","JM-PROD-0814","3","2","977.38","1426.97","Caja","72","13","2"
"Producto JMeter 0815","JM-PROD-0815","3","2","978.55","1272.12","Paquete","75","14","2"
"Producto JMeter 0816","JM-PROD-0816","3","2","979.72","1312.82","Docena","78","15","2"
"Producto JMeter 0817","JM-PROD-0817","3","2","980.89","1353.63","Unidad","81","16","2"
"Producto JMeter 0818","JM-PROD-0818","3","2","982.06","1394.53","Kilogramo","84","17","2"
"Producto JMeter 0819","JM-PROD-0819","3","2","983.23","1435.52","Gramo","87","18","2"
"Producto JMeter 0820","JM-PROD-0820","3","2","984.40","1279.72","Litro","90","19","2"
"Producto JMeter 0821","JM-PROD-0821","3","2","985.57","1320.66","Metro","93","0","2"
"Producto JMeter 0822","JM-PROD-0822","3","2","986.74","1361.70","Caja","96","1","2"
"Producto JMeter 0823","JM-PROD-0823","3","2","987.91","1402.83","Paquete","99","2","2"
"Producto JMeter 0824","JM-PROD-0824","3","2","989.08","1444.06","Docena","102","3","2"
"Producto JMeter 0825","JM-PROD-0825","3","2","990.25","1287.32","Unidad","105","4","2"
"Producto JMeter 0826","JM-PROD-0826","3","2","991.42","1328.50","Kilogramo","108","5","2"
"Producto JMeter 0827","JM-PROD-0827","3","2","992.59","1369.77","Gramo","111","6","2"
"Producto JMeter 0828","JM-PROD-0828","3","2","993.76","1411.14","Litro","114","7","2"
"Producto JMeter 0829","JM-PROD-0829","3","2","994.93","1452.60","Metro","117","8","2"
"Producto JMeter 0830","JM-PROD-0830","3","2","996.10","1294.93","Caja","120","9","2"
"Producto JMeter 0831","JM-PROD-0831","3","2","997.27","1336.34","Paquete","123","10","2"
"Producto JMeter 0832","JM-PROD-0832","3","2","998.44","1377.85","Docena","126","11","2"
"Producto JMeter 0833","JM-PROD-0833","3","2","999.61","1419.45","Unidad","129","12","2"
"Producto JMeter 0834","JM-PROD-0834","3","2","1000.78","1461.14","Kilogramo","132","13","2"
"Producto JMeter 0835","JM-PROD-0835","3","2","1001.95","1302.54","Gramo","135","14","2"
"Producto JMeter 0836","JM-PROD-0836","3","2","1003.12","1344.18","Litro","138","15","2"
"Producto JMeter 0837","JM-PROD-0837","3","2","1004.29","1385.92","Metro","141","16","2"
"Producto JMeter 0838","JM-PROD-0838","3","2","1005.46","1427.75","Caja","144","17","2"
"Producto JMeter 0839","JM-PROD-0839","3","2","1006.63","1469.68","Paquete","147","18","2"
"Producto JMeter 0840","JM-PROD-0840","3","2","1007.80","1310.14","Docena","10","19","2"
"Producto JMeter 0841","JM-PROD-0841","3","2","1008.97","1352.02","Unidad","13","0","2"
"Producto JMeter 0842","JM-PROD-0842","3","2","1010.14","1393.99","Kilogramo","16","1","2"
"Producto JMeter 0843","JM-PROD-0843","3","2","1011.31","1436.06","Gramo","19","2","2"
"Producto JMeter 0844","JM-PROD-0844","3","2","1012.48","1478.22","Litro","22","3","2"
"Producto JMeter 0845","JM-PROD-0845","3","2","1013.65","1317.74","Metro","25","4","2"
"Producto JMeter 0846","JM-PROD-0846","3","2","1014.82","1359.86","Caja","28","5","2"
"Producto JMeter 0847","JM-PROD-0847","3","2","1015.99","1402.07","Paquete","31","6","2"
"Producto JMeter 0848","JM-PROD-0848","3","2","1017.16","1444.37","Docena","34","7","2"
"Producto JMeter 0849","JM-PROD-0849","3","2","1018.33","1486.76","Unidad","37","8","2"
"Producto JMeter 0850","JM-PROD-0850","3","2","1019.50","1325.35","Kilogramo","40","9","2"
"Producto JMeter 0851","JM-PROD-0851","3","2","1020.67","1367.70","Gramo","43","10","2"
"Producto JMeter 0852","JM-PROD-0852","3","2","1021.84","1410.14","Litro","46","11","2"
"Producto JMeter 0853","JM-PROD-0853","3","2","1023.01","1452.67","Metro","49","12","2"
"Producto JMeter 0854","JM-PROD-0854","3","2","1024.18","1495.30","Caja","52","13","2"
"Producto JMeter 0855","JM-PROD-0855","3","2","1025.35","1332.96","Paquete","55","14","2"
"Producto JMeter 0856","JM-PROD-0856","3","2","1026.52","1375.54","Docena","58","15","2"
"Producto JMeter 0857","JM-PROD-0857","3","2","1027.69","1418.21","Unidad","61","16","2"
"Producto JMeter 0858","JM-PROD-0858","3","2","1028.86","1460.98","Kilogramo","64","17","2"
"Producto JMeter 0859","JM-PROD-0859","3","2","1030.03","1503.84","Gramo","67","18","2"
"Producto JMeter 0860","JM-PROD-0860","3","2","1031.20","1340.56","Litro","70","19","2"
"Producto JMeter 0861","JM-PROD-0861","3","2","1032.37","1383.38","Metro","73","0","2"
"Producto JMeter 0862","JM-PROD-0862","3","2","1033.54","1426.29","Caja","76","1","2"
"Producto JMeter 0863","JM-PROD-0863","3","2","1034.71","1469.29","Paquete","79","2","2"
"Producto JMeter 0864","JM-PROD-0864","3","2","1035.88","1512.38","Docena","82","3","2"
"Producto JMeter 0865","JM-PROD-0865","3","2","1037.05","1348.16","Unidad","85","4","2"
"Producto JMeter 0866","JM-PROD-0866","3","2","1038.22","1391.21","Kilogramo","88","5","2"
"Producto JMeter 0867","JM-PROD-0867","3","2","1039.39","1434.36","Gramo","91","6","2"
"Producto JMeter 0868","JM-PROD-0868","3","2","1040.56","1477.60","Litro","94","7","2"
"Producto JMeter 0869","JM-PROD-0869","3","2","1041.73","1520.93","Metro","97","8","2"
"Producto JMeter 0870","JM-PROD-0870","3","2","1042.90","1355.77","Caja","100","9","2"
"Producto JMeter 0871","JM-PROD-0871","3","2","1044.07","1399.05","Paquete","103","10","2"
"Producto JMeter 0872","JM-PROD-0872","3","2","1045.24","1442.43","Docena","106","11","2"
"Producto JMeter 0873","JM-PROD-0873","3","2","1046.41","1485.90","Unidad","109","12","2"
"Producto JMeter 0874","JM-PROD-0874","3","2","1047.58","1529.47","Kilogramo","112","13","2"
"Producto JMeter 0875","JM-PROD-0875","3","2","1048.75","1363.38","Gramo","115","14","2"
"Producto JMeter 0876","JM-PROD-0876","3","2","1049.92","1406.89","Litro","118","15","2"
"Producto JMeter 0877","JM-PROD-0877","3","2","1051.09","1450.50","Metro","121","16","2"
"Producto JMeter 0878","JM-PROD-0878","3","2","1052.26","1494.21","Caja","124","17","2"
"Producto JMeter 0879","JM-PROD-0879","3","2","1053.43","1538.01","Paquete","127","18","2"
"Producto JMeter 0880","JM-PROD-0880","3","2","1054.60","1370.98","Docena","130","19","2"
"Producto JMeter 0881","JM-PROD-0881","3","2","1055.77","1414.73","Unidad","133","0","2"
"Producto JMeter 0882","JM-PROD-0882","3","2","1056.94","1458.58","Kilogramo","136","1","2"
"Producto JMeter 0883","JM-PROD-0883","3","2","1058.11","1502.52","Gramo","139","2","2"
"Producto JMeter 0884","JM-PROD-0884","3","2","1059.28","1546.55","Litro","142","3","2"
"Producto JMeter 0885","JM-PROD-0885","3","2","1060.45","1378.58","Metro","145","4","2"
"Producto JMeter 0886","JM-PROD-0886","3","2","1061.62","1422.57","Caja","148","5","2"
"Producto JMeter 0887","JM-PROD-0887","3","2","1062.79","1466.65","Paquete","11","6","2"
"Producto JMeter 0888","JM-PROD-0888","3","2","1063.96","1510.82","Docena","14","7","2"
"Producto JMeter 0889","JM-PROD-0889","3","2","1065.13","1555.09","Unidad","17","8","2"
"Producto JMeter 0890","JM-PROD-0890","3","2","1066.30","1386.19","Kilogramo","20","9","2"
"Producto JMeter 0891","JM-PROD-0891","3","2","1067.47","1430.41","Gramo","23","10","2"
"Producto JMeter 0892","JM-PROD-0892","3","2","1068.64","1474.72","Litro","26","11","2"
"Producto JMeter 0893","JM-PROD-0893","3","2","1069.81","1519.13","Metro","29","12","2"
"Producto JMeter 0894","JM-PROD-0894","3","2","1070.98","1563.63","Caja","32","13","2"
"Producto JMeter 0895","JM-PROD-0895","3","2","1072.15","1393.80","Paquete","35","14","2"
"Producto JMeter 0896","JM-PROD-0896","3","2","1073.32","1438.25","Docena","38","15","2"
"Producto JMeter 0897","JM-PROD-0897","3","2","1074.49","1482.80","Unidad","41","16","2"
"Producto JMeter 0898","JM-PROD-0898","3","2","1075.66","1527.44","Kilogramo","44","17","2"
"Producto JMeter 0899","JM-PROD-0899","3","2","1076.83","1572.17","Gramo","47","18","2"
"Producto JMeter 0900","JM-PROD-0900","3","2","1078.00","1401.40","Litro","50","19","2"
"Producto JMeter 0901","JM-PROD-0901","3","2","1079.17","1446.09","Metro","53","0","2"
"Producto JMeter 0902","JM-PROD-0902","3","2","1080.34","1490.87","Caja","56","1","2"
"Producto JMeter 0903","JM-PROD-0903","3","2","1081.51","1535.74","Paquete","59","2","2"
